Time,BG,CGM,CHO,insulin
2026-03-29 00:00:00,136.0094757080078,136.0094757080078,0.0,0.375
2026-03-29 00:05:00,138.26947021484375,138.26947021484375,0.0,0.75
2026-03-29 00:10:00,141.54954528808594,141.54954528808594,0.0,0.75
2026-03-29 00:15:00,145.46499633789062,145.46499633789062,0.0,0.75
2026-03-29 00:20:00,149.68345642089844,149.68345642089844,0.0,0.75
2026-03-29 00:25:00,153.88174438476562,153.88174438476562,0.0,0.75
2026-03-29 00:30:00,157.73330688476562,157.73330688476562,0.0,0.0
2026-03-29 00:35:00,160.90602111816406,160.90602111816406,0.0,0.0
2026-03-29 00:40:00,163.0855255126953,163.0855255126953,0.0,0.0
2026-03-29 00:45:00,164.08578491210938,164.08578491210938,0.0,0.75
2026-03-29 00:50:00,163.91619873046875,163.91619873046875,0.0,0.0
2026-03-29 00:55:00,162.63327026367188,162.63327026367188,0.0,0.0
2026-03-29 01:00:00,160.29713439941406,160.29713439941406,0.0,0.0
2026-03-29 01:05:00,156.99002075195312,156.99002075195312,0.0,0.0
2026-03-29 01:10:00,152.90887451171875,152.90887451171875,0.0,0.0
2026-03-29 01:15:00,148.42044067382812,148.42044067382812,0.0,0.0
2026-03-29 01:20:00,143.93203735351562,143.93203735351562,0.0,0.0
2026-03-29 01:25:00,139.85391235351562,139.85391235351562,0.0,0.0
2026-03-29 01:30:00,136.55345153808594,136.55345153808594,0.0,0.0
2026-03-29 01:35:00,134.12911987304688,134.12911987304688,0.0,0.75
2026-03-29 01:40:00,132.27455139160156,132.27455139160156,0.0,0.0
2026-03-29 01:45:00,130.59275817871094,130.59275817871094,0.0,0.0
2026-03-29 01:50:00,128.68507385253906,128.68507385253906,0.0,0.0
2026-03-29 01:55:00,126.19342803955078,126.19342803955078,0.0,0.0
2026-03-29 02:00:00,123.0111312866211,123.0111312866211,0.0,0.0
2026-03-29 02:05:00,119.40933227539062,119.40933227539062,0.0,0.0
2026-03-29 02:10:00,115.7431640625,115.7431640625,0.0,0.0
2026-03-29 02:15:00,112.36771392822266,112.36771392822266,0.0,0.75
2026-03-29 02:20:00,109.60000610351562,109.60000610351562,0.0,0.0
2026-03-29 02:25:00,107.52948760986328,107.52948760986328,0.0,0.0
2026-03-29 02:30:00,105.9040756225586,105.9040756225586,0.0,0.0
2026-03-29 02:35:00,104.39486694335938,104.39486694335938,0.0,0.0
2026-03-29 02:40:00,102.67243957519531,102.67243957519531,0.0,0.0
2026-03-29 02:45:00,100.43598937988281,100.43598937988281,0.0,0.75
2026-03-29 02:50:00,97.5567855834961,97.5567855834961,0.0,0.0
2026-03-29 02:55:00,94.16377258300781,94.16377258300781,0.0,0.0
2026-03-29 03:00:00,90.44219970703125,90.44219970703125,0.0,0.0
2026-03-29 03:05:00,86.57652282714844,86.57652282714844,0.0,0.0
2026-03-29 03:10:00,82.74213409423828,82.74213409423828,0.0,0.0
2026-03-29 03:15:00,79.06121063232422,79.06121063232422,0.0,0.0
2026-03-29 03:20:00,75.5760498046875,75.5760498046875,0.0,0.0
2026-03-29 03:25:00,72.31132507324219,72.31132507324219,0.0,0.0
2026-03-29 03:30:00,69.29179382324219,69.29179382324219,0.0,0.0
2026-03-29 03:35:00,66.54224395751953,66.54224395751953,0.0,0.0
2026-03-29 03:40:00,64.08740997314453,64.08740997314453,0.0,0.0
2026-03-29 03:45:00,61.951908111572266,61.951908111572266,0.0,0.0
2026-03-29 03:50:00,60.16021728515625,60.16021728515625,0.0,0.0
2026-03-29 03:55:00,58.73666000366211,58.73666000366211,0.0,0.0
2026-03-29 04:00:00,57.41164016723633,57.41164016723633,0.0,0.0
2026-03-29 04:05:00,55.64696502685547,55.64696502685547,0.0,0.0
2026-03-29 04:10:00,53.541542053222656,53.541542053222656,0.0,0.0
2026-03-29 04:15:00,51.192588806152344,51.192588806152344,0.0,0.0
2026-03-29 04:20:00,48.69715118408203,48.69715118408203,0.0,0.0
2026-03-29 04:25:00,46.15212631225586,46.15212631225586,0.0,0.0
2026-03-29 04:30:00,43.654258728027344,43.654258728027344,0.0,0.0
2026-03-29 04:35:00,41.3001594543457,41.3001594543457,0.0,0.0
2026-03-29 04:40:00,39.5488395690918,39.5488395690918,0.0,0.0
2026-03-29 04:45:00,39.0,39.0,0.0,0.0
2026-03-29 04:50:00,39.0,39.0,0.0,0.0
2026-03-29 04:55:00,39.0,39.0,0.0,0.0
2026-03-29 05:00:00,39.0,39.0,0.0,0.0
2026-03-29 05:05:00,39.0,39.0,0.0,0.0
2026-03-29 05:10:00,39.0,39.0,0.0,0.0
2026-03-29 05:15:00,39.0,39.0,0.0,0.0
2026-03-29 05:20:00,39.0,39.0,0.0,0.0
2026-03-29 05:25:00,39.0,39.0,0.0,0.0
2026-03-29 05:30:00,39.0,39.0,0.0,0.0
2026-03-29 05:35:00,39.0,39.0,0.0,0.0
2026-03-29 05:40:00,39.0,39.0,0.0,0.0
2026-03-29 05:45:00,39.0,39.0,0.0,0.0
2026-03-29 05:50:00,39.0,39.0,0.0,0.0
2026-03-29 05:55:00,39.0,39.0,0.0,0.0
2026-03-30 00:00:00,137.3495330810547,137.3495330810547,0.0,0.02999999642372142
2026-03-30 00:05:00,136.87115478515625,136.87115478515625,0.0,0.02999999642372142
